"","issue_id","created_date","issue_region","nps_score","nps_category","nps_sentiment","nps_sentiment_type","sla_adherence"
"12966","PRE-300917",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12967","PRE-300920",2024-07-04,"EMEA",10,"Promoter",NA,NA,1
"12968","PRE-300932",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12969","PRE-300933",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12970","PRE-300941",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12971","PRE-300942",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12972","PRE-300950",2024-07-04,"AMER",NA,NA,NA,NA,1
"12973","PRE-300955",2024-07-04,"AMER",10,"Promoter",NA,NA,1
"12974","PRE-300959",2024-07-04,"EMEA",NA,NA,NA,NA,1
"12975","PRE-300961",2024-07-04,"AMER",NA,NA,NA,NA,1
"12976","PRE-300970",2024-07-04,"AMER",NA,NA,NA,NA,1
"12977","PRE-300993",2024-07-04,"AMER",NA,NA,NA,NA,1
"12978","PRE-301001",2024-07-05,"AMER",NA,NA,NA,NA,1
"12979","PRE-301004",2024-07-05,"APAC",NA,NA,NA,NA,1
"12980","PRE-301009",2024-07-05,"APAC",NA,NA,NA,NA,1
"12981","PRE-301018",2024-07-05,"APAC",NA,NA,NA,NA,1
"12982","PRE-301023",2024-07-05,"APAC",NA,NA,NA,NA,1
"12983","PRE-301027",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12984","PRE-301030",2024-07-05,"APAC",NA,NA,NA,NA,1
"12985","PRE-301038",2024-07-05,"APAC",NA,NA,NA,NA,1
"12986","PRE-301041",2024-07-05,"EMEA",10,"Promoter",NA,NA,1
"12987","PRE-301057",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12988","PRE-301058",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12989","PRE-301071",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12990","PRE-301078",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12991","PRE-301080",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12992","PRE-301082",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12993","PRE-301089",2024-07-05,"EMEA",10,"Promoter",NA,NA,1
"12994","PRE-301090",2024-07-05,"EMEA",10,"Promoter",NA,NA,1
"12995","PRE-301094",2024-07-05,"EMEA",NA,NA,NA,NA,0.666666667
"12996","PRE-301095",2024-07-05,"APAC",9,"Promoter",0,"Neutral",1
"12997","PRE-301096",2024-07-05,"EMEA",NA,NA,NA,NA,1
"12998","PRE-301110",2024-07-05,"EMEA",NA,NA,NA,NA,0.666666667
"12999","PRE-301117",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13000","PRE-301121",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13001","PRE-301127",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13002","PRE-301130",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13003","PRE-301136",2024-07-04,"EMEA",NA,NA,NA,NA,0.8
"13004","PRE-301138",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13005","PRE-301141",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13006","PRE-301143",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13007","PRE-301156",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13008","PRE-301158",2024-06-25,"AMER",NA,NA,NA,NA,1
"13009","PRE-301160",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13010","PRE-301163",2024-07-05,"AMER",NA,NA,NA,NA,1
"13011","PRE-301169",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13012","PRE-301170",2024-07-05,"AMER",NA,NA,NA,NA,0.5
"13013","PRE-301177",2024-07-05,"EMEA",9,"Promoter",NA,NA,1
"13014","PRE-301181",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13015","PRE-301188",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13016","PRE-301192",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13017","PRE-301201",2024-07-05,"AMER",NA,NA,NA,NA,1
"13018","PRE-301218",2024-07-05,"AMER",NA,NA,NA,NA,1
"13019","PRE-301219",2024-07-05,"EMEA",NA,NA,NA,NA,1
"13020","PRE-301223",2024-07-05,"AMER",NA,NA,NA,NA,1
"13021","PRE-301226",2024-07-03,"AMER",NA,NA,NA,NA,1
"13022","PRE-301227",2024-07-05,"AMER",NA,NA,NA,NA,1
"13023","PRE-301228",2024-07-05,"EMEA",NA,NA,NA,NA,0
"13024","PRE-301232",2024-07-05,"AMER",NA,NA,NA,NA,1
"13025","PRE-301235",2024-07-05,"AMER",NA,NA,NA,NA,1
"13026","PRE-301241",2024-07-05,"AMER",10,"Promoter",NA,NA,1
"13027","PRE-301247",2024-07-05,"AMER",NA,NA,NA,NA,1
"13028","PRE-301252",2024-07-05,"AMER",NA,NA,NA,NA,1
"13029","PRE-301263",2024-07-05,"AMER",NA,NA,NA,NA,1
"13030","PRE-301265",2024-07-05,"APAC",NA,NA,NA,NA,0.8
"13031","PRE-301266",2024-07-05,"AMER",NA,NA,NA,NA,1
"13032","PRE-301274",2024-07-05,"APAC",NA,NA,NA,NA,1
"13033","PRE-301278",2024-07-05,"AMER",NA,NA,NA,NA,1
"13034","PRE-301282",2024-07-05,"AMER",NA,NA,NA,NA,1
"13035","PRE-301285",2024-07-05,"AMER",NA,NA,NA,NA,1
"13036","PRE-301286",2024-07-05,"AMER",NA,NA,NA,NA,1
"13037","PRE-301288",2024-07-05,"AMER",NA,NA,NA,NA,1
"13038","PRE-301294",2024-07-06,"APAC",10,"Promoter",0.333333333333333,"Positive",1
"13039","PRE-301298",2024-07-06,"AMER",NA,NA,NA,NA,1
"13040","PRE-301303",2024-07-06,"APAC",NA,NA,NA,NA,1
"13041","PRE-301321",2024-07-07,"EMEA",10,"Promoter",NA,NA,1
"13042","PRE-301329",2024-07-07,"EMEA",NA,NA,NA,NA,1
"13043","PRE-301336",2024-07-08,"AMER",NA,NA,NA,NA,1
"13044","PRE-301343",2024-07-08,"APAC",NA,NA,NA,NA,1
"13045","PRE-301348",2024-07-08,"APAC",NA,NA,NA,NA,1
"13046","PRE-301353",2024-07-08,"APAC",NA,NA,NA,NA,1
"13047","PRE-301371",2024-07-08,"APAC",NA,NA,NA,NA,1
"13048","PRE-301374",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13049","PRE-301386",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13050","PRE-301399",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13051","PRE-301405",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13052","PRE-301411",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13053","PRE-301415",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13054","PRE-301424",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13055","PRE-301426",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13056","PRE-301449",2024-07-08,"EMEA",10,"Promoter",1,"Positive",1
"13057","PRE-301461",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"13058","PRE-301462",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13059","PRE-301466",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13060","PRE-301475",2024-07-08,"EMEA",9,"Promoter",NA,NA,1
"13061","PRE-301479",2024-07-08,"EMEA",NA,NA,NA,NA,0.888888889
"13062","PRE-301486",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13063","PRE-301487",2024-07-08,"EMEA",10,"Promoter",-0.0909090909090909,"Negative",1
"13064","PRE-301491",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13065","PRE-301492",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"13066","PRE-301495",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13067","PRE-301504",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13068","PRE-301506",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13069","PRE-301512",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13070","PRE-301518",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13071","PRE-301520",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13072","PRE-301523",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13073","PRE-301527",2024-07-08,"AMER",10,"Promoter",NA,NA,1
"13074","PRE-301528",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13075","PRE-301530",2024-07-08,"EMEA",NA,NA,NA,NA,0.9
"13076","PRE-301531",2024-07-08,"AMER",NA,NA,NA,NA,1
"13077","PRE-301535",2024-07-08,"AMER",NA,NA,NA,NA,1
"13078","PRE-301536",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"13079","PRE-301537",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13080","PRE-301545",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13081","PRE-301549",2024-07-08,"AMER",NA,NA,NA,NA,1
"13082","PRE-301550",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13083","PRE-301551",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13084","PRE-301557",2024-07-08,"AMER",NA,NA,NA,NA,1
"13085","PRE-301566",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"13086","PRE-301568",2024-07-08,"AMER",NA,NA,NA,NA,1
"13087","PRE-301569",2024-07-08,"AMER",NA,NA,NA,NA,1
"13088","PRE-301572",2024-07-08,"AMER",NA,NA,NA,NA,0.666666667
"13089","PRE-301574",2024-07-08,"AMER",NA,NA,NA,NA,1
"13090","PRE-301577",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13091","PRE-301580",2024-07-08,"AMER",NA,NA,NA,NA,1
"13092","PRE-301586",2024-07-08,"AMER",NA,NA,NA,NA,1
"13093","PRE-301604",2024-07-08,"AMER",NA,NA,NA,NA,0.9
"13094","PRE-301605",2024-07-08,"AMER",NA,NA,NA,NA,1
"13095","PRE-301607",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13096","PRE-301608",2024-07-08,"AMER",NA,NA,NA,NA,1
"13097","PRE-301612",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13098","PRE-301613",2024-07-08,"AMER",NA,NA,NA,NA,1
"13099","PRE-301623",2024-07-08,"AMER",NA,NA,NA,NA,1
"13100","PRE-301646",2024-07-08,"EMEA",NA,NA,NA,NA,0.857142857
"13101","PRE-301660",2024-07-08,"AMER",10,"Promoter",0,"Neutral",1
"13102","PRE-301667",2024-07-08,"AMER",NA,NA,NA,NA,1
"13103","PRE-301672",2024-07-08,"AMER",4,"Detractor",NA,NA,1
"13104","PRE-301674",2024-07-08,"AMER",9,"Promoter",NA,NA,1
"13105","PRE-301678",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13106","PRE-301683",2024-07-08,"EMEA",10,"Promoter",0.333333333333333,"Positive",1
"13107","PRE-301686",2024-07-08,"AMER",NA,NA,NA,NA,1
"13108","PRE-301692",2024-07-08,"AMER",NA,NA,NA,NA,1
"13109","PRE-301695",2024-07-08,"AMER",NA,NA,NA,NA,1
"13110","PRE-301696",2024-07-08,"AMER",NA,NA,NA,NA,1
"13111","PRE-301710",2024-07-08,"AMER",NA,NA,NA,NA,1
"13112","PRE-301711",2024-07-08,"AMER",NA,NA,NA,NA,0.75
"13113","PRE-301717",2024-07-08,"AMER",NA,NA,NA,NA,1
"13114","PRE-301723",2024-07-08,"AMER",NA,NA,NA,NA,1
"13115","PRE-301725",2024-07-08,"AMER",NA,NA,NA,NA,1
"13116","PRE-301735",2024-07-08,"AMER",NA,NA,NA,NA,1
"13117","PRE-301739",2024-07-08,"AMER",NA,NA,NA,NA,1
"13118","PRE-301744",2024-07-08,"AMER",NA,NA,NA,NA,1
"13119","PRE-301746",2024-07-08,"AMER",NA,NA,NA,NA,1
"13120","PRE-301747",2024-07-08,"AMER",NA,NA,NA,NA,0.75
"13121","PRE-301752",2024-07-08,"AMER",NA,NA,NA,NA,0.75
"13122","PRE-301770",2024-07-08,"AMER",NA,NA,NA,NA,1
"13123","PRE-301774",2024-07-09,"APAC",NA,NA,NA,NA,0.857142857
"13124","PRE-301778",2024-07-09,"AMER",NA,NA,NA,NA,1
"13125","PRE-301798",2024-07-09,"AMER",NA,NA,NA,NA,1
"13126","PRE-301800",2024-07-09,"AMER",NA,NA,NA,NA,1
"13127","PRE-301802",2024-07-09,"APAC",NA,NA,NA,NA,1
"13128","PRE-301804",2024-07-09,"APAC",NA,NA,NA,NA,1
"13129","PRE-301808",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13130","PRE-301817",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13131","PRE-301818",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"13132","PRE-301819",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13133","PRE-301822",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13134","PRE-301823",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"13135","PRE-301825",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13136","PRE-301830",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13137","PRE-301831",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13138","PRE-301835",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13139","PRE-301839",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13140","PRE-301841",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13141","PRE-301843",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13142","PRE-301844",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13143","PRE-301850",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13144","PRE-301852",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13145","PRE-301871",2024-07-09,"EMEA",10,"Promoter",0.444444444444444,"Positive",0.857142857
"13146","PRE-301874",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13147","PRE-301876",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13148","PRE-301878",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13149","PRE-301883",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13150","PRE-301889",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13151","PRE-301890",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13152","PRE-301892",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13153","PRE-301896",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13154","PRE-301897",2024-07-09,"APAC",NA,NA,NA,NA,1
"13155","PRE-301899",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13156","PRE-301901",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13157","PRE-301902",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13158","PRE-301906",2024-07-09,"EMEA",8,"Passive",1,"Positive",1
"13159","PRE-301908",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13160","PRE-301912",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13161","PRE-301914",2024-07-09,"APAC",NA,NA,NA,NA,1
"13162","PRE-301916",2024-07-09,"APAC",NA,NA,NA,NA,1
"13163","PRE-301921",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13164","PRE-301924",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"13165","PRE-301926",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13166","PRE-301930",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13167","PRE-301949",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13168","PRE-301954",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13169","PRE-301955",2024-07-09,"EMEA",NA,NA,NA,NA,0.6
"13170","PRE-301967",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13171","PRE-301969",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13172","PRE-301973",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13173","PRE-301979",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13174","PRE-301980",2024-07-08,"EMEA",NA,NA,NA,NA,1
"13175","PRE-301984",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13176","PRE-301985",2024-07-09,"AMER",NA,NA,NA,NA,1
"13177","PRE-301986",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"13178","PRE-301992",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13179","PRE-301995",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13180","PRE-302013",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13181","PRE-302014",2024-07-09,"AMER",NA,NA,NA,NA,1
"13182","PRE-302018",2024-07-09,"EMEA",10,"Promoter",1,"Positive",1
"13183","PRE-302028",2024-07-09,"EMEA",9,"Promoter",NA,NA,1
"13184","PRE-302031",2024-07-09,"AMER",NA,NA,NA,NA,1
"13185","PRE-302032",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13186","PRE-302041",2024-07-09,"AMER",NA,NA,NA,NA,0.625
"13187","PRE-302043",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13188","PRE-302045",2024-07-09,"AMER",9,"Promoter",NA,NA,1
"13189","PRE-302052",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13190","PRE-302059",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13191","PRE-302070",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13192","PRE-302072",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13193","PRE-302075",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"13194","PRE-302079",2024-07-09,"AMER",NA,NA,NA,NA,1
"13195","PRE-302080",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13196","PRE-302082",2024-07-09,"AMER",NA,NA,NA,NA,1
"13197","PRE-302084",2024-07-09,"AMER",NA,NA,NA,NA,1
"13198","PRE-302088",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13199","PRE-302091",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13200","PRE-302105",2024-07-09,"AMER",NA,NA,NA,NA,1
"13201","PRE-302110",2024-07-09,"AMER",NA,NA,NA,NA,1
"13202","PRE-302116",2024-07-09,"AMER",NA,NA,NA,NA,1
"13203","PRE-302118",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13204","PRE-302122",2024-07-09,"AMER",NA,NA,NA,NA,1
"13205","PRE-302124",2024-07-09,"AMER",NA,NA,NA,NA,1
"13206","PRE-302131",2024-07-09,"AMER",NA,NA,NA,NA,1
"13207","PRE-302136",2024-07-09,"AMER",NA,NA,NA,NA,1
"13208","PRE-302154",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13209","PRE-302155",2024-07-09,"AMER",NA,NA,NA,NA,1
"13210","PRE-302158",2024-07-09,"AMER",NA,NA,NA,NA,1
"13211","PRE-302159",2024-07-09,"AMER",NA,NA,NA,NA,1
"13212","PRE-302162",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"13213","PRE-302163",2024-07-09,"AMER",NA,NA,NA,NA,1
"13214","PRE-302166",2024-07-09,"AMER",NA,NA,NA,NA,1
"13215","PRE-302174",2024-07-09,"AMER",NA,NA,NA,NA,1
"13216","PRE-302182",2024-07-09,"AMER",NA,NA,NA,NA,1
"13217","PRE-302184",2024-07-09,"AMER",NA,NA,NA,NA,0.5
"13218","PRE-302186",2024-07-09,"AMER",NA,NA,NA,NA,1
"13219","PRE-302197",2024-07-09,"AMER",10,"Promoter",0.2,"Positive",1
"13220","PRE-302202",2024-07-09,"AMER",NA,NA,NA,NA,1
"13221","PRE-302207",2024-07-09,"AMER",10,"Promoter",0.333333333333333,"Positive",1
"13222","PRE-302209",2024-07-09,"AMER",10,"Promoter",0.285714285714286,"Positive",1
"13223","PRE-302218",2024-07-09,"AMER",NA,NA,NA,NA,1
"13224","PRE-302229",2024-07-09,"AMER",NA,NA,NA,NA,0.5
"13225","PRE-302230",2024-07-09,"AMER",NA,NA,NA,NA,1
"13226","PRE-302231",2024-07-09,"AMER",NA,NA,NA,NA,1
"13227","PRE-302249",2024-07-09,"APAC",10,"Promoter",NA,NA,1
"13228","PRE-302270",2024-07-10,"AMER",NA,NA,NA,NA,1
"13229","PRE-302273",2024-07-10,"APAC",NA,NA,NA,NA,1
"13230","PRE-302282",2024-07-10,"AMER",NA,NA,NA,NA,1
"13231","PRE-302291",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13232","PRE-302300",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13233","PRE-302313",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13234","PRE-302314",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13235","PRE-302321",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13236","PRE-302323",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13237","PRE-302325",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13238","PRE-302328",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13239","PRE-302329",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13240","PRE-302334",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13241","PRE-302336",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13242","PRE-302337",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13243","PRE-302338",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13244","PRE-302341",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13245","PRE-302342",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13246","PRE-302357",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13247","PRE-302361",2024-07-09,"EMEA",NA,NA,NA,NA,1
"13248","PRE-302362",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13249","PRE-302363",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13250","PRE-302367",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13251","PRE-302378",2024-07-10,"APAC",NA,NA,NA,NA,1
"13252","PRE-302380",2024-07-10,"EMEA",NA,NA,NA,NA,0.857142857
"13253","PRE-302382",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13254","PRE-302384",2024-07-10,"EMEA",8,"Passive",NA,NA,1
"13255","PRE-302386",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13256","PRE-302388",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13257","PRE-302393",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13258","PRE-302397",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13259","PRE-302398",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13260","PRE-302399",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13261","PRE-302401",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13262","PRE-302410",2024-07-10,"EMEA",NA,NA,NA,NA,0
"13263","PRE-302416",2024-07-10,"EMEA",NA,NA,NA,NA,0.833333333
"13264","PRE-302418",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13265","PRE-302421",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13266","PRE-302423",2024-07-10,"EMEA",10,"Promoter",0.5,"Positive",1
"13267","PRE-302429",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13268","PRE-302433",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13269","PRE-302437",2024-07-10,"EMEA",10,"Promoter",0.333333333333333,"Positive",1
"13270","PRE-302445",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13271","PRE-302446",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13272","PRE-302449",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13273","PRE-302451",2024-07-10,"EMEA",9,"Promoter",0.133333333333333,"Positive",1
"13274","PRE-302452",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13275","PRE-302462",2024-07-10,"AMER",NA,NA,NA,NA,1
"13276","PRE-302464",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13277","PRE-302466",2024-07-10,"EMEA",9,"Promoter",NA,NA,1
"13278","PRE-302468",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13279","PRE-302469",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13280","PRE-302474",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13281","PRE-302477",2024-07-10,"AMER",NA,NA,NA,NA,1
"13282","PRE-302478",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13283","PRE-302483",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13284","PRE-302484",2024-07-10,"AMER",9,"Promoter",0,"Neutral",1
"13285","PRE-302486",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13286","PRE-302491",2024-07-10,"AMER",NA,NA,NA,NA,1
"13287","PRE-302502",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13288","PRE-302504",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13289","PRE-302514",2024-07-10,"EMEA",9,"Promoter",NA,NA,1
"13290","PRE-302518",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13291","PRE-302523",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13292","PRE-302525",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13293","PRE-302531",2024-07-10,"AMER",NA,NA,NA,NA,0.4
"13294","PRE-302536",2024-07-04,"EMEA",NA,NA,NA,NA,0.5
"13295","PRE-302540",2024-07-10,"AMER",NA,NA,NA,NA,1
"13296","PRE-302545",2024-07-10,"EMEA",10,"Promoter",0.285714285714286,"Positive",1
"13297","PRE-302549",2024-07-10,"APAC",10,"Promoter",NA,NA,1
"13298","PRE-302550",2024-07-10,"APAC",NA,NA,NA,NA,0.833333333
"13299","PRE-302556",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13300","PRE-302566",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13301","PRE-302572",2024-07-10,"AMER",NA,NA,NA,NA,1
"13302","PRE-302583",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13303","PRE-302584",2024-07-10,"AMER",NA,NA,NA,NA,1
"13304","PRE-302586",2024-07-10,"AMER",NA,NA,NA,NA,1
"13305","PRE-302588",2024-07-10,"AMER",NA,NA,NA,NA,1
"13306","PRE-302589",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13307","PRE-302591",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13308","PRE-302593",2024-07-10,"AMER",NA,NA,NA,NA,1
"13309","PRE-302603",2024-07-10,"EMEA",8,"Passive",NA,NA,1
"13310","PRE-302608",2024-07-10,"AMER",NA,NA,NA,NA,0.5
"13311","PRE-302615",2024-07-10,"AMER",NA,NA,NA,NA,1
"13312","PRE-302621",2024-07-10,"AMER",NA,NA,NA,NA,1
"13313","PRE-302634",2024-07-10,"AMER",NA,NA,NA,NA,1
"13314","PRE-302636",2024-07-10,"AMER",NA,NA,NA,NA,1
"13315","PRE-302640",2024-07-10,"AMER",NA,NA,NA,NA,0
"13316","PRE-302644",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13317","PRE-302647",2024-07-10,"AMER",NA,NA,NA,NA,1
"13318","PRE-302651",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"13319","PRE-302654",2024-07-10,"EMEA",NA,NA,NA,NA,1
"13320","PRE-302657",2024-07-10,"AMER",NA,NA,NA,NA,1
"13321","PRE-302658",2024-07-10,"AMER",NA,NA,NA,NA,1
"13322","PRE-302660",2024-07-10,"EMEA",NA,NA,NA,NA,0.9
"13323","PRE-302664",2024-07-10,"AMER",NA,NA,NA,NA,1
"13324","PRE-302669",2024-06-28,"AMER",NA,NA,NA,NA,1
"13325","PRE-302676",2024-07-10,"AMER",NA,NA,NA,NA,1
"13326","PRE-302730",2024-07-10,"AMER",NA,NA,NA,NA,1
"13327","PRE-302735",2024-07-10,"AMER",NA,NA,NA,NA,1
"13328","PRE-302739",2024-07-10,"AMER",NA,NA,NA,NA,1
"13329","PRE-302740",2024-07-10,"AMER",NA,NA,NA,NA,1
