"","issue_id","created_date","issue_region","nps_score","nps_category","nps_sentiment","nps_sentiment_type","sla_adherence"
"1","ENT-18361",2023-07-31,"AMER",NA,NA,NA,NA,0.518518519
"2","ENT-30765",2024-02-08,"EMEA",NA,NA,NA,NA,1
"3","ENT-31037",2024-02-12,"AMER",NA,NA,NA,NA,0.947368421
"4","ENT-32126",2024-02-26,"AMER",NA,NA,NA,NA,0.764705882
"5","ENT-34019",2024-03-12,"AMER",NA,NA,NA,NA,0.823529412
"6","ENT-34383",2024-03-18,"EMEA",NA,NA,NA,NA,0.75
"7","ENT-34571",2024-03-19,"AMER",NA,NA,NA,NA,0.52
"8","ENT-35196",2024-03-26,"EMEA",NA,NA,NA,NA,1
"9","ENT-35246",2024-03-27,"EMEA",10,"Promoter",0.428571428571429,"Positive",1
"10","ENT-35416",2024-03-28,"AMER",NA,NA,NA,NA,1
"11","ENT-35493",2024-03-29,"AMER",NA,NA,NA,NA,0.888888889
"12","ENT-35903",2024-04-04,"EMEA",NA,NA,NA,NA,0.875
"13","ENT-36154",2024-04-08,"AMER",9,"Promoter",0.333333333333333,"Positive",0.965517241
"14","ENT-36181",2024-04-08,"AMER",NA,NA,NA,NA,0.928571429
"15","ENT-36310",2024-04-10,"EMEA",10,"Promoter",0.333333333333333,"Positive",0.896551724
"16","ENT-36760",2024-04-15,"AMER",NA,NA,NA,NA,0.6
"17","ENT-36852",2024-04-16,"EMEA",NA,NA,NA,NA,0.935483871
"18","ENT-37042",2024-04-18,"AMER",NA,NA,NA,NA,1
"19","ENT-37049",2024-04-17,"APAC",NA,NA,NA,NA,0.681818182
"20","ENT-37116",2024-04-18,"AMER",NA,NA,NA,NA,1
"21","ENT-37125",2024-04-18,"AMER",NA,NA,NA,NA,0.823529412
"22","ENT-37289",2024-04-22,"EMEA",NA,NA,NA,NA,1
"23","ENT-37302",2024-04-22,"EMEA",10,"Promoter",0.304347826086957,"Positive",1
"24","ENT-37525",2024-04-24,"APAC",NA,NA,NA,NA,0.666666667
"25","ENT-37776",2024-04-26,"APAC",NA,NA,NA,NA,0.857142857
"26","ENT-37777",2024-04-26,"APAC",NA,NA,NA,NA,0.875
"27","ENT-37884",2024-04-29,"EMEA",NA,NA,NA,NA,0.945454545
"28","ENT-37961",2024-04-29,"AMER",NA,NA,NA,NA,1
"29","ENT-37986",2024-04-30,"EMEA",NA,NA,NA,NA,0.933333333
"30","ENT-38028",2024-04-30,"EMEA",10,"Promoter",NA,NA,0.333333333
"31","ENT-38043",2024-04-30,"AMER",NA,NA,NA,NA,0.818181818
"32","ENT-38158",2024-05-02,"APAC",10,"Promoter",NA,NA,0.944444444
"33","ENT-38178",2024-05-02,"EMEA",NA,NA,NA,NA,1
"34","ENT-38237",2024-05-02,"AMER",NA,NA,NA,NA,0.888888889
"35","ENT-38256",2024-05-03,"EMEA",NA,NA,NA,NA,1
"36","ENT-38260",2024-05-03,"EMEA",NA,NA,NA,NA,0.833333333
"37","ENT-38265",2024-05-03,"EMEA",NA,NA,NA,NA,1
"38","ENT-38363",2024-05-06,"AMER",NA,NA,NA,NA,1
"39","ENT-38419",2024-04-27,"APAC",9,"Promoter",0.4,"Positive",1
"40","ENT-38590",2024-04-26,"AMER",10,"Promoter",0.375,"Positive",0.92
"41","ENT-38614",2024-05-08,"EMEA",10,"Promoter",NA,NA,0.923076923
"42","ENT-38637",2024-05-08,"AMER",NA,NA,NA,NA,1
"43","ENT-38650",2024-05-08,"AMER",NA,NA,NA,NA,1
"44","ENT-38677",2024-05-08,"APAC",NA,NA,NA,NA,0.727272727
"45","ENT-38719",2024-05-09,"EMEA",NA,NA,NA,NA,1
"46","ENT-38741",2024-05-09,"AMER",NA,NA,NA,NA,0.888888889
"47","ENT-38750",2024-05-09,"EMEA",NA,NA,NA,NA,0.916666667
"48","ENT-38803",2024-05-10,"APAC",8,"Passive",0,"Neutral",0.818181818
"49","ENT-38817",2024-05-10,"EMEA",NA,NA,NA,NA,1
"50","ENT-38880",2024-05-10,"EMEA",NA,NA,NA,NA,1
"51","ENT-38890",2024-05-10,"AMER",NA,NA,NA,NA,1
"52","ENT-39004",2024-05-13,"EMEA",NA,NA,NA,NA,1
"53","ENT-39083",2024-05-14,"APAC",NA,NA,NA,NA,0.909090909
"54","ENT-39158",2024-05-14,"EMEA",NA,NA,NA,NA,1
"55","ENT-39205",2024-05-14,"AMER",NA,NA,NA,NA,0.894736842
"56","ENT-39214",2024-04-08,"AMER",NA,NA,NA,NA,1
"57","ENT-39253",2024-05-15,"APAC",NA,NA,NA,NA,1
"58","ENT-39281",2024-05-15,"EMEA",NA,NA,NA,NA,1
"59","ENT-39289",2024-05-15,"AMER",NA,NA,NA,NA,0.857142857
"60","ENT-39296",2024-05-15,"EMEA",NA,NA,NA,NA,1
"61","ENT-39330",2024-05-15,"AMER",NA,NA,NA,NA,1
"62","ENT-39357",2024-05-15,"AMER",NA,NA,NA,NA,1
"63","ENT-39373",2024-05-16,"AMER",NA,NA,NA,NA,1
"64","ENT-39445",2024-05-16,"AMER",NA,NA,NA,NA,0.857142857
"65","ENT-39446",2024-05-16,"AMER",NA,NA,NA,NA,1
"66","ENT-39460",2024-05-16,"AMER",NA,NA,NA,NA,1
"67","ENT-39468",2024-05-16,"AMER",NA,NA,NA,NA,0.8
"68","ENT-39509",2024-05-17,"EMEA",NA,NA,NA,NA,1
"69","ENT-39512",2024-05-17,"EMEA",NA,NA,NA,NA,1
"70","ENT-39515",2024-05-17,"EMEA",NA,NA,NA,NA,1
"71","ENT-39525",2024-05-17,"EMEA",NA,NA,NA,NA,1
"72","ENT-39562",2024-05-17,"AMER",10,"Promoter",NA,NA,0.954545455
"73","ENT-39568",2024-05-17,"AMER",NA,NA,NA,NA,1
"74","ENT-39572",2024-05-17,"AMER",NA,NA,NA,NA,0.695652174
"75","ENT-39577",2024-05-17,"AMER",NA,NA,NA,NA,1
"76","ENT-39598",2024-05-20,"APAC",10,"Promoter",1,"Positive",0.947368421
"77","ENT-39633",2024-05-20,"AMER",NA,NA,NA,NA,1
"78","ENT-39713",2024-05-20,"EMEA",NA,NA,NA,NA,0.833333333
"79","ENT-39736",2024-05-21,"AMER",NA,NA,NA,NA,1
"80","ENT-39746",2024-05-21,"EMEA",10,"Promoter",NA,NA,0.5
"81","ENT-39770",2024-05-20,"EMEA",NA,NA,NA,NA,0.95
"82","ENT-39772",2024-05-20,"EMEA",NA,NA,NA,NA,1
"83","ENT-39816",2024-05-21,"AMER",NA,NA,NA,NA,0.941176471
"84","ENT-39881",2024-05-22,"EMEA",NA,NA,NA,NA,1
"85","ENT-39940",2024-05-22,"AMER",NA,NA,NA,NA,1
"86","ENT-39947",2024-05-22,"AMER",NA,NA,NA,NA,1
"87","ENT-39985",2024-05-23,"EMEA",NA,NA,NA,NA,1
"88","ENT-40002",2024-05-23,"EMEA",NA,NA,NA,NA,0.923076923
"89","ENT-40028",2024-05-23,"EMEA",NA,NA,NA,NA,0.8
"90","ENT-40089",2024-05-24,"APAC",8,"Passive",NA,NA,0.909090909
"91","ENT-40115",2024-05-24,"EMEA",NA,NA,NA,NA,1
"92","ENT-40118",2024-05-22,"EMEA",NA,NA,NA,NA,1
"93","ENT-40150",2024-05-24,"EMEA",NA,NA,NA,NA,1
"94","ENT-40167",2024-05-24,"AMER",NA,NA,NA,NA,1
"95","ENT-40190",2024-05-25,"AMER",NA,NA,NA,NA,0.916666667
"96","ENT-40191",2024-05-25,"AMER",NA,NA,NA,NA,1
"97","ENT-40201",2024-05-27,"APAC",NA,NA,NA,NA,1
"98","ENT-40208",2024-05-27,"EMEA",NA,NA,NA,NA,1
"99","ENT-40220",2024-05-27,"EMEA",NA,NA,NA,NA,1
"100","ENT-40250",2024-05-27,"EMEA",10,"Promoter",NA,NA,1
"101","ENT-40264",2024-05-27,"EMEA",NA,NA,NA,NA,1
"102","ENT-40266",2024-05-27,"EMEA",10,"Promoter",NA,NA,1
"103","ENT-40267",2024-05-20,"AMER",NA,NA,NA,NA,0.75
"104","ENT-40271",2024-05-27,"AMER",NA,NA,NA,NA,1
"105","ENT-40287",2024-05-28,"EMEA",NA,NA,NA,NA,1
"106","ENT-40300",2024-05-28,"EMEA",NA,NA,NA,NA,0.930232558
"107","ENT-40333",2024-05-28,"EMEA",NA,NA,NA,NA,1
"108","ENT-40339",2024-05-22,"AMER",NA,NA,NA,NA,1
"109","ENT-40351",2024-05-28,"AMER",NA,NA,NA,NA,0.571428571
"110","ENT-40407",2024-05-29,"APAC",NA,NA,NA,NA,1
"111","ENT-40426",2024-05-29,"APAC",NA,NA,NA,NA,1
"112","ENT-40484",2024-05-29,"AMER",NA,NA,NA,NA,1
"113","ENT-40501",2024-05-29,"EMEA",NA,NA,NA,NA,0.882352941
"114","ENT-40503",2024-05-29,"AMER",NA,NA,NA,NA,1
"115","ENT-40522",2024-05-29,"AMER",NA,NA,NA,NA,1
"116","ENT-40546",2024-05-30,"APAC",NA,NA,NA,NA,1
"117","ENT-40549",2024-05-30,"APAC",NA,NA,NA,NA,0.9
"118","ENT-40631",2024-05-29,"AMER",NA,NA,NA,NA,1
"119","ENT-40633",2024-05-30,"AMER",NA,NA,NA,NA,1
"120","ENT-40640",2024-05-30,"AMER",NA,NA,NA,NA,1
"121","ENT-40649",2024-05-30,"AMER",NA,NA,NA,NA,0.833333333
"122","ENT-40659",2024-05-31,"APAC",NA,NA,NA,NA,1
"123","ENT-40683",2024-05-31,"EMEA",NA,NA,NA,NA,1
"124","ENT-40713",2024-05-31,"AMER",NA,NA,NA,NA,1
"125","ENT-40714",2024-05-31,"AMER",NA,NA,NA,NA,1
"126","ENT-40733",2024-05-31,"EMEA",NA,NA,NA,NA,1
"127","ENT-40751",2024-05-31,"AMER",NA,NA,NA,NA,1
"128","ENT-40752",2024-05-31,"AMER",NA,NA,NA,NA,0.714285714
"129","ENT-40768",2024-05-31,"AMER",NA,NA,NA,NA,1
"130","ENT-40793",2024-06-03,"APAC",NA,NA,NA,NA,0.666666667
"131","ENT-40815",2024-05-29,"EMEA",NA,NA,NA,NA,0.875
"132","ENT-40848",2024-06-03,"AMER",10,"Promoter",NA,NA,0.863636364
"133","ENT-40894",2024-06-03,"AMER",NA,NA,NA,NA,1
"134","ENT-40977",2024-06-04,"AMER",NA,NA,NA,NA,0.857142857
"135","ENT-40984",2024-06-04,"APAC",8,"Passive",NA,NA,0.5
"136","ENT-41027",2024-06-04,"EMEA",NA,NA,NA,NA,0.666666667
"137","ENT-41033",2024-06-04,"EMEA",NA,NA,NA,NA,1
"138","ENT-41042",2024-06-04,"EMEA",NA,NA,NA,NA,1
"139","ENT-41060",2024-06-04,"EMEA",NA,NA,NA,NA,0.571428571
"140","ENT-41067",2024-06-04,"AMER",NA,NA,NA,NA,1
"141","ENT-41088",2024-06-04,"AMER",NA,NA,NA,NA,1
"142","ENT-41114",2024-06-04,"AMER",NA,NA,NA,NA,1
"143","ENT-41115",2024-06-04,"AMER",NA,NA,NA,NA,1
"144","ENT-41124",2024-06-04,"APAC",NA,NA,NA,NA,0.7
"145","ENT-41126",2024-06-04,"AMER",NA,NA,NA,NA,1
"146","ENT-41138",2024-06-05,"EMEA",NA,NA,NA,NA,1
"147","ENT-41143",2024-06-05,"APAC",NA,NA,NA,NA,1
"148","ENT-41160",2024-06-05,"EMEA",NA,NA,NA,NA,0.5
"149","ENT-41167",2024-06-05,"EMEA",NA,NA,NA,NA,0.904761905
"150","ENT-41169",2024-06-05,"EMEA",NA,NA,NA,NA,1
"151","ENT-41170",2024-06-05,"EMEA",NA,NA,NA,NA,0.857142857
"152","ENT-41182",2024-06-05,"EMEA",10,"Promoter",0.583333333333333,"Positive",1
"153","ENT-41185",2024-06-05,"EMEA",NA,NA,NA,NA,1
"154","ENT-41204",2024-06-05,"EMEA",NA,NA,NA,NA,0.818181818
"155","ENT-41211",2024-06-05,"AMER",NA,NA,NA,NA,1
"156","ENT-41234",2024-06-05,"AMER",NA,NA,NA,NA,0.5
"157","ENT-41236",2024-06-05,"EMEA",NA,NA,NA,NA,1
"158","ENT-41238",2024-06-05,"AMER",NA,NA,NA,NA,0.5
"159","ENT-41247",2024-06-05,"AMER",NA,NA,NA,NA,1
"160","ENT-41260",2024-06-05,"AMER",NA,NA,NA,NA,0.95
"161","ENT-41279",2024-06-06,"AMER",NA,NA,NA,NA,1
"162","ENT-41284",2024-06-06,"APAC",NA,NA,NA,NA,0.909090909
"163","ENT-41300",2024-06-06,"APAC",NA,NA,NA,NA,1
"164","ENT-41309",2024-06-06,"APAC",NA,NA,NA,NA,0.666666667
"165","ENT-41310",2024-06-06,"EMEA",NA,NA,NA,NA,1
"166","ENT-41313",2024-06-06,"EMEA",10,"Promoter",0.294117647058824,"Positive",0.890909091
"167","ENT-41338",2024-06-06,"EMEA",NA,NA,NA,NA,1
"168","ENT-41343",2024-06-06,"AMER",NA,NA,NA,NA,1
"169","ENT-41356",2024-06-06,"AMER",NA,NA,NA,NA,1
"170","ENT-41360",2024-06-05,"EMEA",10,"Promoter",0.176470588235294,"Positive",1
"171","ENT-41375",2024-06-06,"AMER",NA,NA,NA,NA,0.8
"172","ENT-41384",2024-06-06,"EMEA",NA,NA,NA,NA,1
"173","ENT-41465",2024-06-06,"AMER",NA,NA,NA,NA,1
"174","ENT-41480",2024-06-07,"APAC",10,"Promoter",NA,NA,0.666666667
"175","ENT-41489",2024-06-07,"EMEA",NA,NA,NA,NA,0.933333333
"176","ENT-41496",2024-06-07,"EMEA",NA,NA,NA,NA,1
"177","ENT-41505",2024-06-07,"EMEA",10,"Promoter",NA,NA,1
"178","ENT-41513",2024-06-07,"EMEA",NA,NA,NA,NA,1
"179","ENT-41518",2024-06-07,"EMEA",NA,NA,NA,NA,0.8
"180","ENT-41537",2024-06-07,"EMEA",NA,NA,NA,NA,0.5
"181","ENT-41556",2024-06-07,"AMER",NA,NA,NA,NA,1
"182","ENT-41561",2024-06-07,"AMER",NA,NA,NA,NA,0.666666667
"183","ENT-41572",2024-06-07,"AMER",NA,NA,NA,NA,1
"184","ENT-41574",2024-06-07,"AMER",NA,NA,NA,NA,1
"185","ENT-41579",2024-06-07,"AMER",NA,NA,NA,NA,1
"186","ENT-41585",2024-06-09,"EMEA",NA,NA,NA,NA,1
"187","ENT-41590",2024-06-10,"APAC",NA,NA,NA,NA,1
"188","ENT-41595",2024-05-24,"EMEA",NA,NA,NA,NA,0.714285714
"189","ENT-41603",2024-06-10,"EMEA",NA,NA,NA,NA,0.863636364
"190","ENT-41608",2024-06-10,"EMEA",NA,NA,NA,NA,1
"191","ENT-41610",2024-06-10,"EMEA",6,"Detractor",0.225806451612903,"Positive",0.969230769
"192","ENT-41611",2024-06-10,"EMEA",NA,NA,NA,NA,1
"193","ENT-41613",2024-06-10,"AMER",NA,NA,NA,NA,0.666666667
"194","ENT-41632",2024-06-10,"EMEA",NA,NA,NA,NA,0.833333333
"195","ENT-41634",2024-06-10,"EMEA",NA,NA,NA,NA,1
"196","ENT-41649",2024-06-10,"EMEA",NA,NA,NA,NA,0.951219512
"197","ENT-41655",2024-06-10,"AMER",NA,NA,NA,NA,1
"198","ENT-41660",2024-06-10,"EMEA",NA,NA,NA,NA,1
"199","ENT-41664",2024-06-08,"AMER",NA,NA,NA,NA,1
"200","ENT-41665",2024-06-10,"EMEA",NA,NA,NA,NA,1
"201","ENT-41676",2024-06-10,"AMER",NA,NA,NA,NA,1
"202","ENT-41694",2024-06-10,"AMER",10,"Promoter",NA,NA,0.625
"203","ENT-41696",2024-06-10,"AMER",NA,NA,NA,NA,0.875
"204","ENT-41697",2024-06-10,"AMER",NA,NA,NA,NA,1
"205","ENT-41704",2024-06-10,"AMER",NA,NA,NA,NA,1
"206","ENT-41706",2024-06-10,"AMER",NA,NA,NA,NA,1
"207","ENT-41713",2024-06-11,"APAC",NA,NA,NA,NA,0.8
"208","ENT-41718",2024-06-11,"APAC",NA,NA,NA,NA,1
"209","ENT-41735",2024-06-11,"EMEA",NA,NA,NA,NA,0.777777778
"210","ENT-41739",2024-06-11,"EMEA",NA,NA,NA,NA,1
"211","ENT-41747",2024-06-11,"APAC",NA,NA,NA,NA,0.5
"212","ENT-41749",2024-06-10,"EMEA",NA,NA,NA,NA,1
"213","ENT-41754",2024-06-11,"EMEA",NA,NA,NA,NA,1
"214","ENT-41762",2024-06-11,"EMEA",NA,NA,NA,NA,1
"215","ENT-41765",2024-06-11,"AMER",NA,NA,NA,NA,1
"216","ENT-41767",2024-06-11,"EMEA",NA,NA,NA,NA,0.5
"217","ENT-41779",2024-06-11,"EMEA",NA,NA,NA,NA,1
"218","ENT-41784",2024-06-11,"AMER",NA,NA,NA,NA,1
"219","ENT-41791",2024-06-11,"EMEA",NA,NA,NA,NA,1
"220","ENT-41793",2024-06-11,"AMER",NA,NA,NA,NA,0.7
"221","ENT-41798",2024-06-11,"EMEA",NA,NA,NA,NA,1
"222","ENT-41799",2024-06-11,"EMEA",NA,NA,NA,NA,0.75
"223","ENT-41805",2024-06-11,"AMER",NA,NA,NA,NA,0.625
"224","ENT-41806",2024-06-11,"AMER",NA,NA,NA,NA,1
"225","ENT-41813",2024-06-11,"AMER",NA,NA,NA,NA,1
"226","ENT-41815",2024-06-11,"AMER",NA,NA,NA,NA,0.75
"227","ENT-41817",2024-06-11,"AMER",NA,NA,NA,NA,1
"228","ENT-41819",2024-06-11,"AMER",NA,NA,NA,NA,1
"229","ENT-41829",2024-06-11,"AMER",NA,NA,NA,NA,1
"230","ENT-41832",2024-06-11,"EMEA",NA,NA,NA,NA,0.888888889
"231","ENT-41848",2024-06-11,"AMER",NA,NA,NA,NA,0.8
"232","ENT-41849",2024-06-11,"AMER",NA,NA,NA,NA,1
"233","ENT-41861",2024-06-12,"APAC",NA,NA,NA,NA,1
"234","ENT-41868",2024-06-12,"APAC",NA,NA,NA,NA,0
"235","ENT-41877",2024-06-12,"EMEA",NA,NA,NA,NA,1
"236","ENT-41885",2024-06-12,"EMEA",NA,NA,NA,NA,1
"237","ENT-41887",2024-06-12,"EMEA",NA,NA,NA,NA,1
"238","ENT-41898",2024-06-12,"EMEA",NA,NA,NA,NA,1
"239","ENT-41906",2024-06-12,"EMEA",NA,NA,NA,NA,0.714285714
"240","ENT-41908",2024-06-12,"EMEA",NA,NA,NA,NA,1
"241","ENT-41910",2024-06-12,"AMER",NA,NA,NA,NA,1
"242","ENT-41927",2024-06-12,"AMER",NA,NA,NA,NA,1
"243","ENT-41928",2024-06-12,"EMEA",NA,NA,NA,NA,0.5
"244","ENT-41929",2024-06-11,"AMER",NA,NA,NA,NA,1
"245","ENT-41933",2024-05-31,"EMEA",NA,NA,NA,NA,0.941176471
"246","ENT-41943",2024-06-12,"EMEA",NA,NA,NA,NA,1
"247","ENT-41951",2024-06-12,"EMEA",NA,NA,NA,NA,0.933333333
"248","ENT-41957",2024-06-12,"EMEA",NA,NA,NA,NA,0.714285714
"249","ENT-41959",2024-06-12,"AMER",NA,NA,NA,NA,1
"250","ENT-41972",2024-06-12,"AMER",NA,NA,NA,NA,0.8
"251","ENT-41973",2024-06-12,"AMER",NA,NA,NA,NA,1
"252","ENT-41974",2024-06-12,"AMER",NA,NA,NA,NA,1
"253","ENT-42007",2024-06-12,"AMER",8,"Passive",NA,NA,1
"254","ENT-42012",2024-06-12,"AMER",NA,NA,NA,NA,1
"255","ENT-42021",2024-06-13,"APAC",NA,NA,NA,NA,1
"256","ENT-42028",2024-06-13,"EMEA",NA,NA,NA,NA,1
"257","ENT-42029",2024-06-13,"APAC",NA,NA,NA,NA,1
"258","ENT-42030",2024-06-13,"EMEA",NA,NA,NA,NA,1
"259","ENT-42040",2024-06-13,"APAC",NA,NA,NA,NA,1
"260","ENT-42043",2024-06-13,"EMEA",NA,NA,NA,NA,1
"261","ENT-42048",2024-06-13,"EMEA",NA,NA,NA,NA,1
"262","ENT-42057",2024-06-13,"EMEA",NA,NA,NA,NA,1
"263","ENT-42066",2024-06-13,"EMEA",NA,NA,NA,NA,0.909090909
"264","ENT-42068",2024-06-13,"EMEA",NA,NA,NA,NA,1
"265","ENT-42070",2024-06-13,"EMEA",NA,NA,NA,NA,1
"266","ENT-42083",2024-06-13,"EMEA",NA,NA,NA,NA,1
"267","ENT-42092",2024-06-13,"AMER",NA,NA,NA,NA,1
"268","ENT-42094",2024-06-13,"AMER",10,"Promoter",NA,NA,0.916666667
"269","ENT-42106",2024-06-13,"EMEA",NA,NA,NA,NA,1
"270","ENT-42108",2024-06-13,"AMER",NA,NA,NA,NA,0.75
"271","ENT-42118",2024-06-13,"EMEA",NA,NA,NA,NA,0.807692308
"272","ENT-42131",2024-06-13,"AMER",NA,NA,NA,NA,0
"273","ENT-42132",2024-06-13,"AMER",NA,NA,NA,NA,1
"274","ENT-42135",2024-06-13,"AMER",NA,NA,NA,NA,1
"275","ENT-42137",2024-05-13,"AMER",NA,NA,NA,NA,1
"276","ENT-42144",2024-06-13,"EMEA",NA,NA,NA,NA,1
"277","ENT-42145",2024-06-14,"APAC",NA,NA,NA,NA,0.833333333
"278","ENT-42146",2024-06-14,"APAC",NA,NA,NA,NA,1
"279","ENT-42147",2024-06-14,"APAC",NA,NA,NA,NA,1
"280","ENT-42151",2024-06-14,"APAC",NA,NA,NA,NA,1
"281","ENT-42154",2024-06-14,"APAC",10,"Promoter",NA,NA,1
"282","ENT-42155",2024-06-14,"AMER",NA,NA,NA,NA,0.6
"283","ENT-42161",2024-06-14,"EMEA",NA,NA,NA,NA,1
"284","ENT-42163",2024-06-14,"EMEA",NA,NA,NA,NA,1
"285","ENT-42167",2024-06-14,"EMEA",NA,NA,NA,NA,1
"286","ENT-42173",2024-06-14,"EMEA",NA,NA,NA,NA,1
"287","ENT-42174",2024-06-03,"EMEA",NA,NA,NA,NA,1
"288","ENT-42176",2024-06-14,"EMEA",NA,NA,NA,NA,1
"289","ENT-42189",2024-06-14,"EMEA",NA,NA,NA,NA,1
"290","ENT-42206",2024-06-14,"EMEA",NA,NA,NA,NA,1
"291","ENT-42217",2024-06-14,"AMER",NA,NA,NA,NA,0.666666667
"292","ENT-42219",2024-06-14,"APAC",NA,NA,NA,NA,1
"293","ENT-42223",2024-06-14,"AMER",NA,NA,NA,NA,1
"294","ENT-42226",2024-06-13,"APAC",9,"Promoter",NA,NA,1
"295","ENT-42229",2024-06-14,"EMEA",NA,NA,NA,NA,1
"296","ENT-42233",2024-06-14,"AMER",9,"Promoter",NA,NA,1
"297","ENT-42252",2024-06-16,"EMEA",NA,NA,NA,NA,1
"298","ENT-42257",2024-06-17,"APAC",10,"Promoter",NA,NA,1
"299","ENT-42265",2024-06-17,"EMEA",NA,NA,NA,NA,1
"300","ENT-42277",2024-06-17,"EMEA",NA,NA,NA,NA,0.818181818
"301","ENT-42278",2024-06-17,"EMEA",NA,NA,NA,NA,1
"302","ENT-42280",2024-06-17,"EMEA",NA,NA,NA,NA,1
"303","ENT-42290",2024-06-17,"EMEA",NA,NA,NA,NA,1
"304","ENT-42294",2024-06-17,"AMER",10,"Promoter",NA,NA,1
"305","ENT-42295",2024-06-17,"AMER",NA,NA,NA,NA,0.5
"306","ENT-42299",2024-06-17,"EMEA",NA,NA,NA,NA,1
"307","ENT-42305",2024-06-17,"AMER",NA,NA,NA,NA,1
"308","ENT-42306",2024-06-17,"EMEA",NA,NA,NA,NA,1
"309","ENT-42307",2024-06-17,"EMEA",NA,NA,NA,NA,0.5
"310","ENT-42309",2024-06-17,"EMEA",NA,NA,NA,NA,0.833333333
"311","ENT-42311",2024-06-17,"EMEA",NA,NA,NA,NA,1
"312","ENT-42314",2024-06-17,"AMER",NA,NA,NA,NA,0.5
"313","ENT-42315",2024-06-17,"EMEA",9,"Promoter",NA,NA,1
"314","ENT-42316",2024-06-17,"AMER",NA,NA,NA,NA,1
"315","ENT-42318",2024-06-13,"EMEA",NA,NA,NA,NA,1
"316","ENT-42320",2024-06-17,"AMER",NA,NA,NA,NA,0.8
"317","ENT-42325",2024-06-17,"EMEA",NA,NA,NA,NA,1
"318","ENT-42328",2024-06-17,"AMER",NA,NA,NA,NA,1
"319","ENT-42350",2024-06-17,"EMEA",NA,NA,NA,NA,1
"320","ENT-42353",2024-06-17,"AMER",NA,NA,NA,NA,0.695652174
"321","ENT-42358",2024-06-17,"EMEA",NA,NA,NA,NA,1
"322","ENT-42366",2024-06-17,"AMER",NA,NA,NA,NA,0.954545455
"323","ENT-42374",2024-06-17,"AMER",NA,NA,NA,NA,1
"324","ENT-42375",2024-06-17,"AMER",NA,NA,NA,NA,1
"325","ENT-42380",2024-06-17,"AMER",10,"Promoter",0.666666666666667,"Positive",0.8
"326","ENT-42382",2024-06-17,"APAC",10,"Promoter",NA,NA,1
"327","ENT-42383",2024-06-17,"AMER",NA,NA,NA,NA,1
"328","ENT-42384",2024-06-17,"AMER",NA,NA,NA,NA,1
"329","ENT-42386",2024-06-17,"AMER",NA,NA,NA,NA,1
"330","ENT-42387",2024-06-17,"AMER",10,"Promoter",0.3125,"Positive",1
"331","ENT-42388",2024-06-17,"AMER",NA,NA,NA,NA,0.5
"332","ENT-42393",2024-06-18,"APAC",NA,NA,NA,NA,1
"333","ENT-42396",2024-06-18,"APAC",NA,NA,NA,NA,0.5
"334","ENT-42397",2024-06-18,"APAC",NA,NA,NA,NA,1
"335","ENT-42401",2024-06-18,"APAC",NA,NA,NA,NA,0
"336","ENT-42404",2024-06-18,"APAC",NA,NA,NA,NA,1
"337","ENT-42405",2024-06-18,"EMEA",10,"Promoter",NA,NA,0.833333333
"338","ENT-42414",2024-06-18,"EMEA",7,"Passive",NA,NA,1
"339","ENT-42418",2024-06-18,"EMEA",NA,NA,NA,NA,1
"340","ENT-42420",2024-06-18,"EMEA",NA,NA,NA,NA,1
"341","ENT-42421",2024-06-18,"EMEA",NA,NA,NA,NA,1
"342","ENT-42425",2024-06-18,"EMEA",NA,NA,NA,NA,1
"343","ENT-42431",2024-06-18,"APAC",NA,NA,NA,NA,1
"344","ENT-42434",2024-06-18,"AMER",NA,NA,NA,NA,1
"345","ENT-42437",2024-06-18,"EMEA",8,"Passive",1,"Positive",1
"346","ENT-42439",2024-06-18,"EMEA",NA,NA,NA,NA,1
"347","ENT-42442",2024-06-18,"EMEA",NA,NA,NA,NA,1
"348","ENT-42444",2024-06-18,"EMEA",NA,NA,NA,NA,1
"349","ENT-42447",2024-06-18,"EMEA",NA,NA,NA,NA,0.75
"350","ENT-42453",2024-06-18,"AMER",NA,NA,NA,NA,1
"351","ENT-42455",2024-06-18,"EMEA",NA,NA,NA,NA,1
"352","ENT-42457",2024-06-18,"AMER",NA,NA,NA,NA,0
"353","ENT-42459",2024-06-18,"AMER",NA,NA,NA,NA,1
"354","ENT-42460",2024-06-18,"EMEA",NA,NA,NA,NA,1
"355","ENT-42462",2024-06-18,"EMEA",NA,NA,NA,NA,1
"356","ENT-42464",2024-06-18,"EMEA",NA,NA,NA,NA,1
"357","ENT-42467",2024-06-17,"AMER",NA,NA,NA,NA,1
"358","ENT-42471",2024-06-18,"AMER",NA,NA,NA,NA,1
"359","ENT-42475",2024-06-18,"AMER",NA,NA,NA,NA,1
"360","ENT-42477",2024-06-18,"AMER",10,"Promoter",0.388888888888889,"Positive",0.981481481
"361","ENT-42495",2024-06-18,"AMER",NA,NA,NA,NA,1
"362","ENT-42498",2024-06-18,"AMER",3,"Detractor",0.0666666666666667,"Positive",1
"363","ENT-42499",2024-06-18,"AMER",NA,NA,NA,NA,1
"364","ENT-42500",2024-06-18,"AMER",NA,NA,NA,NA,0.666666667
"365","ENT-42502",2024-06-18,"AMER",NA,NA,NA,NA,1
"366","ENT-42503",2024-06-18,"AMER",NA,NA,NA,NA,1
